,obsday,time_recorded,elrange,azrange
922,20241210,2024-12-11 02:50:18Z,"[0.0, 90.0]","[-180.0, 180.0]"
920,20241210,2024-12-11 06:29:47Z,"[0.0, 90.0]","[-180.0, 180.0]"
923,20241212,2024-12-12 18:10:05Z,"[0.0, 90.0]","[-180.0, 180.0]"
925,20241212,2024-12-13 00:59:20Z,"[0.0, 90.0]","[190.0, 110.0]"
926,20241212,2024-12-13 01:13:05Z,"[0.0, 90.0]","[210.0, 90.0]"
927,20241212,2024-12-13 02:04:25Z,"[0.0, 90.0]","[230.0, 70.0]"
928,20241212,2024-12-13 02:49:19Z,"[0.0, 90.0]","[240.0, 60.0]"
924,20241212,2024-12-13 06:31:05Z,"[0.0, 90.0]","[-180.0, 180.0]"
929,20241214,2024-12-14 18:10:42Z,"[0.0, 90.0]","[-180.0, 180.0]"
931,20241214,2024-12-15 02:39:10Z,"[0.0, 90.0]","[-179.0, -1.0]"
930,20241214,2024-12-15 06:32:19Z,"[0.0, 90.0]","[-180.0, 180.0]"
932,20241214,2024-12-15 08:17:18Z,"[0.0, 90.0]","[-180.0, 180.0]"
